User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Quantity Sold,Unit Price,Total Sales,Customer Age
1001085,Johnson,P00110942,F,26-35,29,0,Maharashtra,Western,Aviation,Food,1,8296,9,314.78,2833.02,63
1002172,Amy,P00073842,F,18-25,25,0,Maharashtra,Western,IT Sector,Sports Products,1,8292,7,61.4,429.8,56
1004425,Indulekha,P00352142,F,36-45,44,1,Delhi,Central,Healthcare,Footwear & Shoes,1,8289,10,229.54,2295.4,58
1005335,Amit,P00339342,F,26-35,29,0,Bihar,Eastern,Construction,Sports Products,1,8288,1,499.31,499.31,22
1005342,Olson,P0098342,M,36-45,42,0,Uttar Pradesh,Central,Healthcare,Sports Products,1,8286,2,109.69,219.38,67
1002245,Hopkins,P00364842,M,0-17,16,1,Maharashtra,Western,Aviation,Food,1,8285,10,392.79,3927.9,63
1003000,Huthwaite,P00112542,M,26-35,30,0,Gujarat,Western,IT Sector,Footwear & Shoes,3,8283,6,72.61,435.66,41
1004417,Lomonaco,P0097242,F,26-35,35,1,Uttar Pradesh,Central,Automobile,Food,2,8281,6,136.55,819.3,59
1004334,Akash,P00209742,F,26-35,33,0,Maharashtra,Western,Retail,Food,1,8280,6,289.73,1738.38,52
1000302,Sundaresam,P00147742,F,18-25,25,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,8278,9,355.06,3195.54,49
1004066,Knudson,P00111142,F,26-35,29,0,Maharashtra,Western,Aviation,Food,1,8276,8,268.53,2148.24,53
1003521,Eileen,P00192042,F,26-35,34,0,Maharashtra,Western,Healthcare,Sports Products,2,8276,4,250.73,1002.92,40
1000664,Deborah,P00364842,F,36-45,37,0,Uttar Pradesh,Central,Agriculture,Food,1,8276,8,17.29,138.32,59
1001753,Piyali,P00029842,F,36-45,45,1,Delhi,Central,Healthcare,Footwear & Shoes,1,8271,10,459.95,4599.5,41
1003402,Charlotte,P00058242,F,36-45,45,0,Madhya Pradesh,Central,Textile,Sports Products,3,8271,7,207.74,1454.18,45
1005077,Venier,P00116842,F,26-35,28,0,Uttar Pradesh,Central,Aviation,Sports Products,4,8271,9,328.19,2953.71,31
1005020,Hagelstein,P00125942,M,55+,61,0,Gujarat,Western,Retail,Food,1,8270,8,95.54,764.32,36
1002786,Nancy,P00013942,F,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,2,8269,10,116.55,1165.5,49
1004643,Christine,P00347642,F,26-35,33,1,Karnataka,Southern,Govt,Food,4,8268,3,42.46,127.38,62
1001040,Smriti,P00344742,F,26-35,27,0,Uttar Pradesh,Central,Healthcare,Sports Products,3,8267,3,334.78,1004.34,50
1005091,Hitika,P00034442,F,26-35,30,0,Karnataka,Southern,Aviation,Food,1,8266,8,175.95,1407.6,28
1002523,Aman,P00113142,F,26-35,30,1,Uttar Pradesh,Central,Chemical,Food,4,8263,10,321.13,3211.3,50
1001109,Kristen,P00125042,F,18-25,25,1,Maharashtra,Western,Media,Food,2,8261,9,87.57,788.13,30
1004973,Moss,P00282642,M,55+,86,0,Karnataka,Southern,Hospitality,Food,4,8260,3,80.78,242.34,43
1001457,Monisha,P00138542,F,26-35,26,1,Uttar Pradesh,Central,Govt,Food,2,8259,7,71.13,497.91,32
1001181,Cathy,P00191042,F,36-45,40,1,Haryana,Northern,Aviation,Food,1,8258,10,305.71,3057.1,53
1004053,Daniel,P00116142,F,26-35,28,1,Uttar Pradesh,Central,Lawyer,Sports Products,1,8258,2,475.97,951.94,64
1001939,Gainer,P0095542,M,36-45,40,1,Uttar Pradesh,Central,Construction,Footwear & Shoes,3,8257,9,319.09,2871.81,51
1004029,Sewall,P00323542,M,55+,63,0,Kerala,Southern,Banking,Food,3,8254,9,106.41,957.69,46
1004979,Kennedy,P00104942,F,36-45,45,0,Karnataka,Southern,Aviation,Food,1,8253,7,58.8,411.6,39
1005698,Rashmi,P00100442,M,36-45,36,0,Delhi,Central,Healthcare,Sports Products,2,8248,4,470.06,1880.24,64
1005792,Ratner,P00134342,F,26-35,26,0,Karnataka,Southern,IT Sector,Footwear & Shoes,1,8241,2,345.85,691.7,65
1003619,Harrigan,P00265242,F,51-55,54,0,Maharashtra,Western,Hospitality,Sports Products,4,8241,2,402.81,805.62,54
1000544,Kanak,P00201442,F,36-45,43,0,Uttar Pradesh,Central,Healthcare,Sports Products,1,8240,7,334.1,2338.7,19
1004448,Akshat,P00029242,F,26-35,35,1,Karnataka,Southern,Automobile,Food,3,8239,3,324.56,973.68,50
1000326,Jonathan,P00253242,M,51-55,51,1,Karnataka,Southern,Media,Footwear & Shoes,4,8237,5,451.07,2255.35,50
1003779,Ionia,P00003942,M,46-50,50,0,Himachal Pradesh,Northern,Govt,Tupperware,4,8236,7,330.63,2314.41,31
1005677,Dionis,P00295342,F,26-35,31,1,Karnataka,Southern,Food Processing,Sports Products,3,8235,3,183.05,549.15,22
1003618,Keshav,P00263642,M,18-25,19,0,Rajasthan,Northern,Hospitality,Footwear & Shoes,1,8235,2,173.49,346.98,36
1003615,liebe,P00065442,F,26-35,32,1,Uttar Pradesh,Central,IT Sector,Food,1,8235,6,67.27,403.62,37
1000869,Crebassa,P00263442,F,18-25,21,0,Delhi,Central,Retail,Food,3,8234,1,288.88,288.88,53
1001490,Alan,P00274042,M,51-55,55,1,Gujarat,Western,Lawyer,Footwear & Shoes,3,8234,6,276.05,1656.3,58
1002043,Roper,P00355142,F,26-35,32,0,Uttar Pradesh,Central,Banking,Sports Products,2,8234,7,137.59,963.13,46
1001916,Flashing,P00323042,F,46-50,48,0,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,8233,2,494.47,988.94,25
1001426,Sandra,P00006942,F,18-25,18,0,Maharashtra,Western,IT Sector,Food,4,8230,1,115.64,115.64,58
1005283,Annie,P00127342,F,18-25,20,0,Uttar Pradesh,Central,Media,Sports Products,2,8226,8,322.76,2582.08,26
1001137,Dave,P00150342,F,18-25,23,0,Uttar Pradesh,Central,Aviation,Food,3,8226,9,133.96,1205.64,69
1003558,Irene,P00058442,F,18-25,18,0,Karnataka,Southern,Retail,Food,2,8225,10,429.17,4291.7,33
1005553,Butterfield,P00344242,M,36-45,38,1,Karnataka,Southern,Govt,Footwear & Shoes,4,8225,7,449.17,3144.19,28
1004049,Penelope,P00127242,F,46-50,49,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,8223,10,103.99,1039.9,42
1000961,Bailliet,P00278642,F,18-25,22,0,Maharashtra,Western,Media,Food,4,8219,1,317.46,317.46,61
1005622,Corinna,P00199342,F,36-45,42,0,Madhya Pradesh,Central,Lawyer,Footwear & Shoes,1,8216,9,292.51,2632.59,45
1001476,Anudeep,P00058142,M,18-25,19,0,Uttar Pradesh,Central,Aviation,Food,2,8216,2,44.48,88.96,41
1000009,Ankur,P00184942,F,26-35,28,0,Delhi,Central,Food Processing,Footwear & Shoes,2,8214,8,69.21,553.68,37
1003813,Krishna,P00086042,F,36-45,42,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,4,8214,5,32.53,162.65,45
1005530,Carroll,P00129542,M,18-25,22,1,Karnataka,Southern,Aviation,Food,3,8212,1,41.1,41.1,35
1003327,Dilbeck,P00233542,F,18-25,21,0,Madhya Pradesh,Central,Retail,Food,1,8211,9,132.62,1193.58,50
1004481,Hirsh,P00157142,F,26-35,28,0,Maharashtra,Western,Healthcare,Sports Products,3,8209,6,193.62,1161.72,22
1005749,Ken,P00274942,F,26-35,29,0,Karnataka,Southern,Hospitality,Food,1,8208,5,260.32,1301.6,59
1005605,Bühler,P00329542,M,18-25,21,0,Uttar Pradesh,Central,Hospitality,Footwear & Shoes,1,8208,6,100.59,603.54,56
1003145,Ballentine,P00192842,F,18-25,21,1,Maharashtra,Western,Govt,Food,3,8207,2,441.37,882.74,41
1003074,Norling,P00182842,F,26-35,32,1,Maharashtra,Western,Aviation,Food,1,8207,8,67.72,541.76,41
1000278,Cindy,P00122742,F,46-50,47,1,Maharashtra,Western,Hospitality,Furniture,4,8207,7,207.91,1455.37,42
1003771,Chirag,P00196942,F,26-35,30,0,Delhi,Central,Banking,Footwear & Shoes,1,8206,7,498.85,3491.95,46
1000136,Lisa,P00336942,F,18-25,21,1,Haryana,Northern,Retail,Sports Products,4,8206,10,406.08,4060.8,47
1004381,Sandeep,P00146442,F,26-35,34,0,Karnataka,Southern,Healthcare,Sports Products,1,8203,2,189.24,378.48,55
1002566,Arianne,P00221442,F,36-45,44,0,Delhi,Central,Hospitality,Food,2,8202,9,22.12,199.08,60
1001607,Kampe,P00200642,F,46-50,49,0,Delhi,Central,Healthcare,Footwear & Shoes,3,8202,2,174.32,348.64,66
1001383,Jacobs,P00177942,M,26-35,32,0,Uttar Pradesh,Central,Banking,Furniture,1,8201,6,12.42,74.52,28
1003054,Kampe,P00268442,F,18-25,20,0,Maharashtra,Western,Lawyer,Food,3,8199,3,313.82,941.46,38
1005531,Mathis,P00147742,F,51-55,54,0,Telangana,Southern,Automobile,Food,3,8197,10,403.59,4035.9,45
1000456,Akancha,P00057642,F,36-45,45,0,Maharashtra,Western,Banking,Footwear & Shoes,1,8190,3,41.18,123.54,24
1001843,Maribeth,P00338542,F,26-35,32,0,Uttar Pradesh,Central,IT Sector,Food,3,8190,7,169.32,1185.24,50
1004815,Anurag,P00260042,M,51-55,53,1,Karnataka,Southern,Hospitality,Food,3,8189,1,37.99,37.99,55
1004334,Akash,P00124942,F,26-35,34,1,Madhya Pradesh,Central,Aviation,Food,4,8189,4,163.87,655.48,20
1000840,Arpita,P00125142,M,26-35,30,0,Gujarat,Western,Hospitality,Food,1,8188,5,423.63,2118.15,31
1001772,Weien,P00186142,F,55+,58,1,Karnataka,Southern,Healthcare,Sports Products,4,8187,10,174.24,1742.4,20
1003118,Dhirajendu,P00173542,F,26-35,28,1,Delhi,Central,Chemical,Food,1,8185,8,487.72,3901.76,42
1001958,MaryBeth,P00295942,M,26-35,34,1,Uttarakhand,Central,Govt,Sports Products,2,8181,3,365.04,1095.12,20
1001891,Akin,P00250242,F,46-50,47,0,Jharkhand,Eastern,Healthcare,Food,1,8179,9,14.41,129.69,25
1000205,Jahan,P00118542,F,36-45,45,0,Karnataka,Southern,Aviation,Food,1,8178,1,398.38,398.38,24
1002764,Murray,P00304642,F,26-35,26,1,Madhya Pradesh,Central,Aviation,Food,1,8178,2,372.52,745.04,60
1001172,Astrea,P00265242,M,26-35,27,0,Uttar Pradesh,Central,Healthcare,Food,1,8178,6,376.67,2260.02,45
1000016,Justin,P00238542,M,36-45,45,0,Gujarat,Western,Retail,Sports Products,2,8177,3,121.55,364.65,68
1005941,Hazard,P00153842,M,26-35,32,0,Andhra Pradesh,Southern,Healthcare,Footwear & Shoes,4,8175,8,401.78,3214.24,34
1000523,Glassco,P00246142,F,51-55,55,0,Kerala,Southern,Healthcare,Furniture,4,8174,4,102.24,408.96,23
1000443,Utkarsh,P00028542,F,26-35,30,1,Uttar Pradesh,Central,Agriculture,Food,2,8174,5,348.57,1742.85,49
1005112,Hudgings,P00345842,F,36-45,42,1,Andhra Pradesh,Southern,Banking,Food,2,8173,8,162.69,1301.52,57
1001422,Patricia,P00128242,F,36-45,38,0,Delhi,Central,Aviation,Footwear & Shoes,3,8173,6,124.6,747.6,39
1000780,Ishit,P00044442,F,26-35,30,1,Madhya Pradesh,Central,Lawyer,Footwear & Shoes,3,8173,4,144.5,578,56
1003141,Mohan,P00161442,F,26-35,34,1,Maharashtra,Western,Automobile,Food,3,8173,2,332.72,665.44,46
1001626,Dianna,P00028842,F,18-25,24,0,Karnataka,Southern,Healthcare,Sports Products,4,8172,1,250.88,250.88,57
1003259,Wardle,P00210042,M,18-25,23,1,Uttar Pradesh,Central,Banking,Furniture,2,8172,6,348.73,2092.38,41
1000869,Crebassa,P00017242,F,18-25,22,0,Maharashtra,Western,Aviation,Sports Products,4,8170,8,382.06,3056.48,46
1001120,Katharine,P00150342,F,18-25,22,0,Maharashtra,Western,Healthcare,Food,3,8170,3,420,1260,54
1000678,Barnes,P00253142,F,26-35,30,0,Maharashtra,Western,Retail,Food,3,8170,4,260.52,1042.08,29
1003264,Dinesh,P00362442,M,26-35,32,0,Delhi,Central,Chemical,Sports Products,1,8162,2,387.6,775.2,62
1000078,Armold,P00158742,M,46-50,46,0,Delhi,Central,Govt,Food,2,8162,7,87.49,612.43,55
1001415,Webber,P00121142,F,46-50,48,1,Karnataka,Southern,Automobile,Sports Products,2,8161,1,136.35,136.35,35
1002320,Henry,P00359742,M,51-55,52,0,Uttar Pradesh,Central,Aviation,Furniture,3,8159,5,99.43,497.15,61
1002676,Jitesh,P00163842,F,55+,81,0,Bihar,Eastern,Retail,Food,3,8157,9,356.69,3210.21,44
1000304,Hawley,P00067842,F,26-35,32,1,Maharashtra,Western,Automobile,Sports Products,3,8154,4,148.51,594.04,46
1005981,Krishna,P00191642,F,36-45,41,1,Bihar,Eastern,IT Sector,Food,2,8152,2,15.66,31.32,25
1004139,Ulpright,P00280842,F,55+,73,1,Uttar Pradesh,Central,IT Sector,Sports Products,2,8152,9,353.4,3180.6,21
1004277,Sanjay,P00350342,F,36-45,37,0,Delhi,Central,Aviation,Footwear & Shoes,2,8151,5,208.66,1043.3,48
1004882,Jill,P00188542,F,46-50,48,0,Delhi,Central,Healthcare,Footwear & Shoes,2,8150,6,396.36,2378.16,26
1004819,Swetha,P00352442,F,36-45,41,1,Karnataka,Southern,Agriculture,Food,3,8150,4,230.43,921.72,29
1003953,Jenna,P00191242,F,26-35,31,0,Maharashtra,Western,Automobile,Food,3,8146,10,205.99,2059.9,29
1004673,Lee,P00050242,M,36-45,38,0,Uttar Pradesh,Central,Hospitality,Food,2,8146,8,405.54,3244.32,57
1002736,Duston,P00232742,F,46-50,47,0,Uttar Pradesh,Central,Hospitality,Food,1,8146,9,380.18,3421.62,56
1000201,Amisha,P00216742,M,36-45,43,0,Uttar Pradesh,Central,Retail,Books,1,8145,1,100.63,100.63,43
1000951,Haberlin,P00350942,F,46-50,47,0,Andhra Pradesh,Southern,Textile,Food,1,8144,10,237.4,2374,59
1003031,Foster,P00131542,F,18-25,25,1,Jharkhand,Eastern,IT Sector,Food,2,8143,8,420.24,3361.92,54
1004968,Parishi,P00117942,M,51-55,52,0,Karnataka,Southern,Textile,Electronics & Gadgets,4,8143,3,363.67,1091.01,35
1000355,Roy,P00233542,F,18-25,18,1,Punjab,Northern,Media,Electronics & Gadgets,1,8143,5,11.18,55.9,45
1004120,Noopur,P00319042,F,26-35,30,1,Uttar Pradesh,Central,Media,Electronics & Gadgets,2,8143,3,255.8,767.4,22
1005755,Rittenbach,P00041542,M,36-45,38,0,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,1,8142,2,161.83,323.66,47
1001635,Gillingham,P00298942,F,26-35,32,1,Delhi,Central,Hospitality,Footwear & Shoes,1,8142,1,252.41,252.41,37
1005825,Kamberova,P00018342,M,26-35,33,1,Gujarat,Western,Banking,Electronics & Gadgets,2,8142,5,455.03,2275.15,67
1000591,Herbert,P00155642,F,26-35,31,0,Haryana,Northern,Agriculture,Sports Products,4,8142,8,105.57,844.56,21
1002047,Huffman,P00129342,F,0-17,15,0,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,3,8141,7,47.65,333.55,49
1003498,Sukruta,P00003442,M,26-35,28,0,Karnataka,Southern,Construction,Footwear & Shoes,3,8141,9,469.4,4224.6,23
1005026,Stuti,P00088342,F,26-35,27,1,Rajasthan,Northern,Aviation,Electronics & Gadgets,3,8141,10,451.42,4514.2,55
1003958,Arsheen,P00295742,F,46-50,47,1,Uttar Pradesh,Central,Media,Food,1,8141,4,302.47,1209.88,65
1003217,Zewe,P00332442,M,36-45,41,0,Delhi,Central,IT Sector,Electronics & Gadgets,2,8138,5,297.33,1486.65,61
1002289,Deepak,P00084042,M,51-55,52,0,Delhi,Central,Banking,Electronics & Gadgets,2,8138,8,381.43,3051.44,50
1003217,Zewe,P00332442,M,36-45,41,0,Punjab,Northern,IT Sector,Electronics & Gadgets,4,8138,8,88.05,704.4,68
1004356,Grace,P00110742,F,36-45,40,0,Karnataka,Southern,Automobile,Food,4,8137,4,484.52,1938.08,50
1001173,Ginny,P00163442,M,26-35,29,0,Maharashtra,Western,IT Sector,Food,4,8137,7,476.88,3338.16,30
1002742,Sajal,P00030942,F,26-35,26,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,1,8136,2,204.1,408.2,50
1000678,Barnes,P00207942,F,26-35,32,0,Madhya Pradesh,Central,Aviation,Food,1,8136,8,483.53,3868.24,43
1000284,George,P00218642,F,26-35,28,0,Uttar Pradesh,Central,Healthcare,Sports Products,3,8136,2,124.06,248.12,57
1001099,Dominguez,P0098242,F,26-35,35,1,Andhra Pradesh,Southern,Food Processing,Electronics & Gadgets,4,8135,8,154.98,1239.84,25
1005086,Cyra,P00058042,F,26-35,27,1,Madhya Pradesh,Central,Govt,Electronics & Gadgets,3,8135,2,79.95,159.9,27
1004560,Atharv,P00355942,F,26-35,26,1,Rajasthan,Northern,Lawyer,Electronics & Gadgets,4,8135,8,192.95,1543.6,34
1004725,Jackson,P00196242,F,36-45,38,1,Uttar Pradesh,Central,Construction,Food,3,8135,8,383.02,3064.16,22
1003129,Palak,P00327042,F,26-35,31,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,3,8134,9,95.87,862.83,66
1004007,Shifley,P00054942,F,36-45,44,0,Delhi,Central,Govt,Footwear & Shoes,4,8134,5,291.25,1456.25,44
1005319,Sheldon,P00122542,F,18-25,23,1,Himachal Pradesh,Northern,Govt,Electronics & Gadgets,4,8134,6,495.74,2974.44,54
1004535,Mousam,P00274642,F,18-25,25,0,Jharkhand,Eastern,Banking,Electronics & Gadgets,1,8134,8,334.05,2672.4,52
1001027,Shyam,P00328342,F,18-25,21,0,Maharashtra,Western,Lawyer,Sports Products,2,8134,1,17.45,17.45,29
1005524,Shreyshi,P00202542,F,0-17,17,1,Punjab,Northern,IT Sector,Electronics & Gadgets,2,8134,2,370.45,740.9,59
1000101,Federle,P00241642,M,18-25,21,1,Andhra Pradesh,Southern,Media,Electronics & Gadgets,1,8133,2,275.57,551.14,25
1005862,Hallsten,P00251242,M,26-35,26,0,Andhra Pradesh,Southern,Food Processing,Food,3,8133,10,234.91,2349.1,23
1003082,Manibalan,P00248542,M,36-45,42,0,Andhra Pradesh,Southern,Lawyer,Electronics & Gadgets,4,8133,5,439.9,2199.5,29
1001902,Pistole,P00075442,F,26-35,31,0,Delhi,Central,Agriculture,Electronics & Gadgets,4,8133,3,282.03,846.09,20
1003082,Manibalan,P00248542,M,36-45,42,0,Delhi,Central,Lawyer,Electronics & Gadgets,4,8133,5,202.18,1010.9,37
1004387,Clasen,P00142142,M,18-25,24,1,Karnataka,Southern,Textile,Electronics & Gadgets,2,8133,3,174.65,523.95,69
1001937,Bzostek,P00114442,F,26-35,33,1,Karnataka,Southern,Automobile,Footwear & Shoes,3,8133,4,101.25,405,63
1000570,Nathan,P00143342,F,26-35,34,1,Rajasthan,Northern,IT Sector,Electronics & Gadgets,2,8133,3,227.54,682.62,29
1004682,Vishakha,P00210342,F,26-35,33,0,Uttar Pradesh,Central,Healthcare,Food,3,8132,8,296.25,2370,53
1002245,Hopkins,P00334242,M,0-17,16,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,3,8131,5,348.35,1741.75,64
1001184,Brandow,P00183342,M,26-35,30,1,Haryana,Northern,Media,Electronics & Gadgets,2,8131,7,435.06,3045.42,69
1003018,Rhea,P00020442,F,36-45,38,0,Uttar Pradesh,Central,Agriculture,Electronics & Gadgets,2,8131,7,369,2583,23
1000746,Uudhav,P00162842,M,18-25,21,1,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,2,8130,9,463.91,4175.19,67
1004121,Dorris,P00129342,F,46-50,50,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,3,8129,7,130.34,912.38,34
1005357,Laurel,P00057642,M,18-25,22,0,Gujarat,Western,Textile,Electronics & Gadgets,4,8129,1,58.18,58.18,53
1001665,Pauline,P00323942,F,46-50,48,1,Gujarat,Western,Banking,Electronics & Gadgets,4,8129,1,179.86,179.86,28
1003263,Ritsa,P00334742,F,51-55,51,1,Himachal Pradesh,Northern,Automobile,Electronics & Gadgets,1,8129,3,190.03,570.09,19
1000975,Buch,P00209742,F,36-45,43,0,Madhya Pradesh,Central,Govt,Food,4,8129,3,126.43,379.29,55
1004112,Mrunal,P00100842,F,46-50,47,0,Uttar Pradesh,Central,Banking,Sports Products,3,8129,8,47.22,377.76,41
1004153,Heidel,P00070042,F,51-55,51,0,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,2,8129,4,105.43,421.72,32
1003611,Ankit,P00145442,F,26-35,29,0,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,1,8128,3,442.45,1327.35,62
1002726,McVee,P00101742,F,46-50,47,1,Bihar,Eastern,Media,Electronics & Gadgets,3,8128,5,86.95,434.75,41
1004764,Preis,P00321742,M,0-17,17,1,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,4,8128,5,309.96,1549.8,18
1000543,Mukund,P00118742,F,26-35,35,0,Karnataka,Southern,Healthcare,Sports Products,4,8128,6,264.33,1585.98,40
1003573,Hoffman,P00112542,M,0-17,13,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,4,8128,7,410.75,2875.25,51
1003745,Shivani,P00236342,M,26-35,31,0,Maharashtra,Western,Govt,Electronics & Gadgets,2,8128,10,240.34,2403.4,66
1000481,Juliana,P00227942,F,46-50,46,1,Rajasthan,Northern,Food Processing,Electronics & Gadgets,4,8128,4,326.12,1304.48,63
1003993,Suraj,P00136542,F,26-35,35,0,Uttar Pradesh,Central,Media,Food,1,8128,9,133.84,1204.56,25
1004101,Avni,P00329342,F,18-25,23,1,Himachal Pradesh,Northern,Chemical,Electronics & Gadgets,2,8127,2,236.31,472.62,69
1000349,Priyanshu,P00074442,M,0-17,13,0,Rajasthan,Northern,Healthcare,Food,1,8127,4,16.22,64.88,34
1004101,Avni,P00329342,F,18-25,23,1,Uttar Pradesh,Central,Chemical,Electronics & Gadgets,2,8127,9,93.31,839.79,69
1005824,Eva,P00206442,F,18-25,19,1,Maharashtra,Western,Banking,Electronics & Gadgets,1,8126,7,310.38,2172.66,57
1004183,Meg,P00183342,M,26-35,32,0,Maharashtra,Western,Aviation,Electronics & Gadgets,4,8126,3,491.98,1475.94,22
1006036,Halladay,P00277542,M,26-35,27,0,Rajasthan,Northern,Textile,Electronics & Gadgets,2,8126,1,206.51,206.51,50
1000664,Deborah,P00370242,F,36-45,42,0,Rajasthan,Northern,Media,Electronics & Gadgets,1,8126,8,408.26,3266.08,22
1005720,Stewart,P00127942,F,26-35,30,0,Himachal Pradesh,Northern,Aviation,Electronics & Gadgets,4,8125,4,297.73,1190.92,55
1005720,Stewart,P00247042,F,26-35,34,1,Jharkhand,Eastern,Healthcare,Electronics & Gadgets,3,8125,10,370.7,3707,18
1004238,Dona,P00194142,F,36-45,45,1,Maharashtra,Western,Food Processing,Food,2,8125,8,40.13,321.04,51
1004489,Pete,P00187442,F,18-25,21,0,Uttar Pradesh,Central,Agriculture,Furniture,3,8125,10,421.31,4213.1,37
1001976,Waldorf,P00194542,F,36-45,39,0,Uttar Pradesh,Central,Govt,Sports Products,1,8125,2,433.17,866.34,51
1001524,Hallie,P00361442,F,18-25,22,0,Uttarakhand,Central,Healthcare,Electronics & Gadgets,4,8125,3,225.91,677.73,45
1005087,Katrina,P00113642,M,26-35,28,0,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,4,8124,4,202.03,808.12,29
1000855,Sung,P00003142,M,18-25,23,0,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,4,8123,5,406.43,2032.15,45
1002878,Duane,P00357442,M,51-55,55,1,Madhya Pradesh,Central,Govt,Furniture,3,8123,4,87.35,349.4,52
1000329,Shrichand,P00221342,F,36-45,36,0,Uttar Pradesh,Central,Healthcare,Food,2,8123,8,229.79,1838.32,33
1004734,Lampkin,P00344042,F,51-55,55,0,Uttar Pradesh,Central,Media,Food,1,8123,6,474.27,2845.62,46
1000736,Skaria,P00037142,F,18-25,23,1,Jharkhand,Eastern,Chemical,Electronics & Gadgets,3,8122,2,33.85,67.7,44
1005142,Merwin,P00222242,F,26-35,29,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,3,8121,8,313.63,2509.04,25
1005107,Pratyusmita,P00003942,M,46-50,49,1,Uttar Pradesh,Central,Aviation,Sports Products,3,8120,6,284.92,1709.52,60
1004328,Hilary,P00119342,F,51-55,53,1,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,1,8119,6,278.81,1672.86,47
1001926,Barton,P00116142,M,0-17,12,0,Madhya Pradesh,Central,Aviation,Food,1,8119,7,175.43,1228.01,46
1001088,Phan,P00023242,M,0-17,15,0,Maharashtra,Western,Construction,Electronics & Gadgets,3,8119,4,33.39,133.56,50
1004260,Lisha,P00343542,F,26-35,26,0,Maharashtra,Western,Healthcare,Food,3,8119,8,243.78,1950.24,62
1002102,Hoffman,P00343042,M,26-35,35,1,Maharashtra,Western,Hospitality,Electronics & Gadgets,3,8119,6,29.43,176.58,26
1002817,Thais,P00080342,M,36-45,39,0,Jharkhand,Eastern,Media,Electronics & Gadgets,2,8118,4,148.26,593.04,46
1002817,Thais,P00080342,M,36-45,39,0,Jharkhand,Eastern,Media,Electronics & Gadgets,4,8118,10,194.3,1943,20
1005636,Tran,P00014542,F,26-35,34,1,Karnataka,Southern,Retail,Footwear & Shoes,3,8118,7,424.51,2971.57,47
1000877,Sanjova,P00352842,F,26-35,33,1,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4,8118,9,266.21,2395.89,30
1000940,Haines,P00184942,F,0-17,14,1,Uttarakhand,Central,Aviation,Electronics & Gadgets,3,8118,6,222.98,1337.88,34
1003513,Bixby,P00005042,F,26-35,28,0,Bihar,Eastern,Food Processing,Electronics & Gadgets,2,8117,3,151.13,453.39,70
1004786,Liston,P00221442,F,46-50,47,0,Punjab,Northern,Construction,Electronics & Gadgets,2,8117,6,470.78,2824.68,23
1000134,Bickford,P00320742,F,26-35,26,0,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,3,8117,2,93.47,186.94,61
1001696,Brumfield,P00121342,F,36-45,39,1,Uttar Pradesh,Central,Chemical,Electronics & Gadgets,4,8117,8,391.38,3131.04,65
1002603,Pierre,P00237542,F,26-35,30,0,Uttarakhand,Central,Media,Electronics & Gadgets,2,8117,10,90.57,905.7,68
1000746,Uudhav,P00147942,M,18-25,19,1,Andhra Pradesh,Southern,Aviation,Food,3,8116,8,450.13,3601.04,22
1001468,Meade,P00016042,M,0-17,16,0,Punjab,Northern,Healthcare,Electronics & Gadgets,2,8116,8,303.68,2429.44,67
1001468,Meade,P00016042,M,0-17,16,0,Telangana,Southern,Healthcare,Electronics & Gadgets,4,8116,1,202.8,202.8,39
1003526,Kartikay,P00126642,F,36-45,38,1,Himachal Pradesh,Northern,Govt,Electronics & Gadgets,4,8115,8,177.78,1422.24,26
1004004,Duane,P00169742,F,51-55,54,0,Madhya Pradesh,Central,Hospitality,Electronics & Gadgets,2,8114,9,290.51,2614.59,22
1004387,Clasen,P00117442,M,18-25,24,0,Maharashtra,Western,Automobile,Sports Products,2,8114,9,116.42,1047.78,68
1004004,Duane,P00169742,F,51-55,54,0,Rajasthan,Northern,Hospitality,Electronics & Gadgets,1,8114,8,319.37,2554.96,23
1004811,Nidhi,P00084442,F,36-45,36,0,Delhi,Central,Hospitality,Footwear & Shoes,4,8113,10,481.04,4810.4,56
